月份,日,商品名称,类别,单价,销量,销售额
2024-05,12,零食1号,零食,45.66,5,229.76
2024-05,12,日用品10号,日用品,38.95,1,42.76
2024-05,12,日用品7号,日用品,10.83,3,33.77
2024-05,12,日用品6号,日用品,45.43,2,94.3
2024-05,12,文具12号,文具,25.87,1,24.01
2024-05,12,个护5号,个护,6.78,4,25.05
2024-05,12,速食7号,速食,58.91,5,283.92
2024-05,12,乳制品1号,乳制品,46.73,2,93.98
2024-05,12,饮料12号,饮料,55.1,3,181.29
2024-05,12,调味品2号,调味品,32.7,2,71.58
2024-05,12,个护8号,个护,20.58,4,82.05
2024-05,12,调味品11号,调味品,58.26,3,188.9
2024-05,12,速食8号,速食,36.57,3,99.15
2024-05,12,饮料6号,饮料,37.01,2,74.48
2024-05,12,调味品11号,调味品,58.26,2,120.47
2024-05,12,日用品4号,日用品,21.1,3,67.75
2024-05,12,零食5号,零食,41.0,2,81.28
2024-05,12,零食9号,零食,52.4,1,48.81
2024-05,12,调味品7号,调味品,57.03,2,111.12
2024-05,12,饮料11号,饮料,11.55,1,11.7
2024-05,12,文具2号,文具,17.27,5,78.24
2024-05,12,调味品7号,调味品,57.03,2,112.91
2024-05,12,速食5号,速食,14.69,5,74.17
2024-05,12,零食13号,零食,30.71,5,144.06
2024-05,12,零食2号,零食,58.96,2,122.25
2024-05,12,调味品2号,调味品,32.7,2,63.71
2024-05,12,速食5号,速食,14.69,2,30.5
2024-05,12,零食12号,零食,23.18,4,84.56
2024-05,12,文具4号,文具,8.17,2,15.86
2024-05,12,零食8号,零食,44.44,2,90.08
2024-05,12,乳制品2号,乳制品,4.08,4,15.32
2024-05,12,调味品7号,调味品,57.03,1,53.48
2024-05,12,速食4号,速食,3.3,4,14.0
2024-05,12,零食3号,零食,5.65,5,27.59
2024-05,12,文具8号,文具,11.93,5,58.59
2024-05,12,文具4号,文具,8.17,5,41.94
2024-05,12,个护7号,个护,47.78,2,98.79
2024-05,12,饮料11号,饮料,11.55,1,11.97
2024-05,12,文具2号,文具,17.27,3,55.91
2024-05,12,日用品1号,日用品,40.93,5,200.98
2024-05,12,个护6号,个护,34.11,5,181.46
2024-05,12,速食10号,速食,13.45,4,50.05
2024-05,12,调味品7号,调味品,57.03,5,290.36
2024-05,12,调味品2号,调味品,32.7,3,96.75
2024-05,12,乳制品3号,乳制品,4.23,1,3.83
2024-05,12,乳制品6号,乳制品,55.96,2,116.29
2024-05,13,调味品7号,调味品,57.03,3,155.07
2024-05,13,日用品8号,日用品,19.55,5,106.62
2024-05,13,文具5号,文具,23.87,1,24.07
2024-05,13,乳制品3号,乳制品,4.23,4,15.38
2024-05,13,速食4号,速食,3.3,4,13.36
2024-05,13,饮料12号,饮料,55.1,4,212.21
2024-05,13,文具8号,文具,11.93,3,37.09
2024-05,13,文具12号,文具,25.87,3,71.53
2024-05,13,零食13号,零食,30.71,2,66.04
2024-05,13,调味品7号,调味品,57.03,4,229.02
2024-05,13,乳制品4号,乳制品,41.35,1,44.28
2024-05,13,零食10号,零食,34.71,4,138.13
2024-05,13,调味品4号,调味品,8.44,5,42.33
2024-05,13,调味品1号,调味品,20.54,4,81.79
2024-05,13,个护5号,个护,6.78,2,12.91
2024-05,13,饮料10号,饮料,38.96,1,36.74
2024-05,13,个护8号,个护,20.58,2,43.48
2024-05,13,调味品13号,调味品,20.73,5,97.87
2024-05,13,饮料3号,饮料,18.07,3,55.5
2024-05,13,乳制品1号,乳制品,46.73,1,44.19
2024-05,13,饮料7号,饮料,42.03,1,40.58
2024-05,13,乳制品12号,乳制品,28.99,5,144.3
2024-05,13,速食3号,速食,19.7,1,21.29
2024-05,13,零食1号,零食,45.66,5,215.54
2024-05,13,零食11号,零食,54.32,3,150.57
2024-05,13,乳制品8号,乳制品,14.25,3,46.08
2024-05,13,日用品6号,日用品,45.43,4,176.32
2024-05,13,饮料2号,饮料,29.35,4,123.48
2024-05,13,文具3号,文具,20.78,1,20.17
2024-05,13,调味品6号,调味品,25.33,2,50.63
2024-05,13,文具11号,文具,31.57,3,96.41
2024-05,13,调味品1号,调味品,20.54,3,67.17
2024-05,14,饮料12号,饮料,55.1,5,270.7
2024-05,14,乳制品11号,乳制品,3.86,1,3.78
2024-05,14,饮料7号,饮料,42.03,4,166.16
2024-05,14,日用品2号,日用品,53.81,1,51.73
2024-05,14,零食8号,零食,44.44,4,174.58
2024-05,14,饮料11号,饮料,11.55,1,11.15
2024-05,14,个护3号,个护,53.72,2,104.2
2024-05,14,速食9号,速食,19.8,4,73.94
2024-05,14,个护9号,个护,7.36,1,7.64
2024-05,14,调味品8号,调味品,27.89,5,129.78
2024-05,14,个护12号,个护,21.5,3,61.4
2024-05,14,调味品6号,调味品,25.33,4,107.94
2024-05,14,日用品2号,日用品,53.81,3,162.73
2024-05,14,速食10号,速食,13.45,2,25.78
2024-05,14,调味品9号,调味品,33.95,1,31.61
2024-05,14,乳制品10号,乳制品,8.89,3,25.69
2024-05,14,调味品1号,调味品,20.54,1,20.29
2024-05,14,个护4号,个护,33.06,3,89.84
2024-05,14,速食13号,速食,7.67,3,21.22
2024-05,14,日用品10号,日用品,38.95,1,36.57
2024-05,14,饮料8号,饮料,15.34,3,49.01
2024-05,14,乳制品2号,乳制品,4.08,5,19.28
2024-05,14,乳制品10号,乳制品,8.89,5,42.69
2024-05,14,调味品13号,调味品,20.73,5,98.07
2024-05,14,零食10号,零食,34.71,3,100.79
2024-05,14,速食2号,速食,16.52,5,81.07
2024-05,14,零食11号,零食,54.32,3,165.68
2024-05,14,日用品11号,日用品,31.24,5,145.73
2024-05,14,个护5号,个护,6.78,3,18.35
2024-05,14,日用品4号,日用品,21.1,5,98.16
2024-05,14,调味品10号,调味品,36.69,4,141.22
2024-05,14,速食1号,速食,12.93,5,68.83
2024-05,14,个护1号,个护,51.19,2,109.22
2024-05,14,个护8号,个护,20.58,5,98.61
2024-05,14,饮料1号,饮料,43.95,2,85.28
2024-05,14,乳制品7号,乳制品,8.41,1,8.5
2024-05,14,文具13号,文具,53.37,2,114.55
2024-05,15,饮料3号,饮料,18.07,3,53.23
2024-05,15,乳制品3号,乳制品,4.23,5,22.31
2024-05,15,乳制品12号,乳制品,28.99,3,93.86
2024-05,15,饮料8号,饮料,15.34,4,67.15
2024-05,15,乳制品12号,乳制品,28.99,4,126.89
2024-05,15,文具1号,文具,3.76,4,16.19
2024-05,15,个护2号,个护,15.48,3,49.53
2024-05,15,零食7号,零食,40.22,1,37.17
2024-05,15,饮料4号,饮料,9.61,3,28.0
2024-05,15,个护2号,个护,15.48,5,85.0
2024-05,15,日用品5号,日用品,40.97,2,79.36
2024-05,15,个护6号,个护,34.11,4,145.99
2024-05,15,日用品12号,日用品,51.99,4,224.75
2024-05,15,速食10号,速食,13.45,5,67.6
2024-05,15,饮料12号,饮料,55.1,1,50.84
2024-05,15,文具1号,文具,3.76,3,11.77
2024-05,15,个护4号,个护,33.06,2,71.72
2024-05,15,日用品3号,日用品,20.72,2,37.47
2024-05,15,零食13号,零食,30.71,1,29.97
2024-05,15,零食4号,零食,27.36,3,74.74
2024-05,15,个护2号,个护,15.48,1,14.46
2024-05,15,零食11号,零食,54.32,3,150.47
2024-05,15,调味品4号,调味品,8.44,3,25.71
2024-05,15,文具11号,文具,31.57,4,135.32
2024-05,15,速食2号,速食,16.52,2,30.17
2024-05,15,文具13号,文具,53.37,5,289.26
2024-05,15,零食2号,零食,58.96,5,280.97
2024-05,15,零食9号,零食,52.4,3,167.71
2024-05,15,速食13号,速食,7.67,1,8.09
2024-05,15,调味品10号,调味品,36.69,2,70.83
2024-05,15,零食2号,零食,58.96,5,292.17
2024-05,15,速食6号,速食,49.22,5,225.69
2024-05,15,个护12号,个护,21.5,4,92.15
2024-05,15,饮料8号,饮料,15.34,1,16.17
2024-05,15,文具2号,文具,17.27,2,37.22
2024-05,15,零食3号,零食,5.65,2,10.31
2024-05,15,速食10号,速食,13.45,2,28.3
2024-05,15,速食13号,速食,7.67,3,24.81
2024-05,15,速食1号,速食,12.93,3,39.81
2024-05,15,日用品3号,日用品,20.72,4,85.78
2024-05,15,速食7号,速食,58.91,1,54.6
2024-05,15,饮料9号,饮料,32.66,1,31.8
2024-05,15,速食11号,速食,27.55,3,76.43
2024-05,15,日用品13号,日用品,40.49,1,39.78
2024-05,15,调味品7号,调味品,57.03,4,235.13
2024-05,15,乳制品12号,乳制品,28.99,2,54.75
2024-05,15,文具7号,文具,11.7,2,21.48
2024-05,15,零食10号,零食,34.71,3,96.57
2024-05,15,文具3号,文具,20.78,1,18.88
2024-05,15,调味品4号,调味品,8.44,3,25.53
2024-05,16,个护5号,个护,6.78,1,7.29
2024-05,16,零食1号,零食,45.66,2,93.08
2024-05,16,饮料5号,饮料,14.32,5,78.32
2024-05,16,零食13号,零食,30.71,3,100.8
2024-05,16,饮料9号,饮料,32.66,5,162.72
2024-05,16,乳制品4号,乳制品,41.35,3,111.97
2024-05,16,日用品4号,日用品,21.1,1,22.4
2024-05,16,乳制品5号,乳制品,27.79,5,136.55
2024-05,16,零食10号,零食,34.71,2,71.53
2024-05,16,调味品4号,调味品,8.44,1,9.08
2024-05,16,乳制品1号,乳制品,46.73,5,214.12
2024-05,16,日用品13号,日用品,40.49,3,110.75
2024-05,16,乳制品8号,乳制品,14.25,5,67.39
2024-05,16,日用品13号,日用品,40.49,5,201.75
2024-05,16,个护6号,个护,34.11,4,148.09
2024-05,16,零食10号,零食,34.71,5,160.73
2024-05,16,文具2号,文具,17.27,1,17.4
2024-05,16,日用品8号,日用品,19.55,1,21.25
2024-05,16,文具9号,文具,31.66,5,152.52
2024-05,16,零食5号,零食,41.0,3,118.85
2024-05,16,速食7号,速食,58.91,1,55.64
2024-05,16,日用品9号,日用品,16.49,4,64.25
2024-05,16,文具4号,文具,8.17,4,35.46
2024-05,16,速食5号,速食,14.69,5,69.29
2024-05,16,文具5号,文具,23.87,1,23.43
2024-05,16,速食9号,速食,19.8,5,91.45
2024-05,16,调味品11号,调味品,58.26,2,115.96
2024-05,16,速食11号,速食,27.55,3,76.36
2024-05,16,速食3号,速食,19.7,4,77.63
2024-05,16,个护9号,个护,7.36,5,33.56
2024-05,16,日用品6号,日用品,45.43,1,49.5
2024-05,16,日用品9号,日用品,16.49,4,72.25
2024-05,16,日用品7号,日用品,10.83,3,31.53
2024-05,16,日用品9号,日用品,16.49,4,70.57
2024-05,16,文具4号,文具,8.17,2,17.53
2024-05,16,零食8号,零食,44.44,2,81.52
2024-05,16,调味品1号,调味品,20.54,4,81.44
2024-05,16,日用品2号,日用品,53.81,3,176.98
2024-05,16,个护3号,个护,53.72,2,103.93
2024-05,16,速食6号,速食,49.22,5,231.77
2024-05,16,饮料6号,饮料,37.01,4,136.82
2024-05,16,日用品1号,日用品,40.93,4,153.86
2024-05,16,速食13号,速食,7.67,4,33.51
2024-05,16,饮料11号,饮料,11.55,1,10.59
2024-05,16,乳制品8号,乳制品,14.25,5,69.24
2024-05,16,文具10号,文具,46.56,5,252.75
2024-05,16,速食5号,速食,14.69,3,45.73
2024-05,17,饮料2号,饮料,29.35,2,62.32
2024-05,17,零食8号,零食,44.44,1,40.43
2024-05,17,乳制品3号,乳制品,4.23,1,4.57
2024-05,17,文具5号,文具,23.87,5,109.03
2024-05,17,日用品5号,日用品,40.97,3,129.26
2024-05,17,乳制品12号,乳制品,28.99,5,141.98
2024-05,17,零食12号,零食,23.18,4,92.38
2024-05,17,乳制品2号,乳制品,4.08,2,8.3
2024-05,17,零食12号,零食,23.18,3,67.7
2024-05,17,调味品5号,调味品,28.94,5,133.64
2024-05,17,调味品10号,调味品,36.69,2,70.02
2024-05,17,日用品5号,日用品,40.97,3,133.54
2024-05,17,饮料8号,饮料,15.34,5,77.94
2024-05,17,文具1号,文具,3.76,3,11.58
2024-05,17,个护3号,个护,53.72,1,57.53
2024-05,17,速食10号,速食,13.45,5,66.48
2024-05,17,饮料3号,饮料,18.07,1,16.77
2024-05,17,文具6号,文具,27.32,3,84.91
2024-05,17,饮料2号,饮料,29.35,4,125.72
2024-05,17,乳制品2号,乳制品,4.08,3,11.02
2024-05,17,速食10号,速食,13.45,3,38.69
2024-05,17,文具3号,文具,20.78,3,59.05
2024-05,17,饮料4号,饮料,9.61,4,34.96
2024-05,17,个护13号,个护,58.62,3,176.09
2024-05,17,速食10号,速食,13.45,2,26.3
2024-05,17,零食13号,零食,30.71,3,85.55
2024-05,17,日用品9号,日用品,16.49,3,48.81
2024-05,17,零食12号,零食,23.18,5,108.17
2024-05,17,饮料9号,饮料,32.66,3,98.03
2024-05,17,日用品13号,日用品,40.49,3,110.72
2024-05,17,文具13号,文具,53.37,3,150.15
2024-05,17,调味品3号,调味品,25.48,3,82.26
2024-05,17,速食7号,速食,58.91,4,244.02
2024-05,17,日用品13号,日用品,40.49,3,122.85
2024-05,17,调味品2号,调味品,32.7,3,94.54
2024-05,17,个护11号,个护,59.31,1,56.82
2024-05,17,日用品10号,日用品,38.95,4,152.33
2024-05,17,乳制品6号,乳制品,55.96,5,299.32
2024-05,17,文具9号,文具,31.66,4,127.32
2024-05,17,零食7号,零食,40.22,1,40.36
2024-05,17,文具4号,文具,8.17,3,25.9
2024-05,17,零食12号,零食,23.18,4,97.33
2024-05,17,文具8号,文具,11.93,4,44.33
2024-05,17,速食13号,速食,7.67,3,23.26
2024-05,17,个护1号,个护,51.19,5,253.99
2024-05,17,饮料12号,饮料,55.1,4,203.36
2024-05,17,零食2号,零食,58.96,4,236.12
2024-05,17,饮料10号,饮料,38.96,1,39.54
2024-05,17,个护6号,个护,34.11,2,64.37
2024-05,17,饮料8号,饮料,15.34,5,71.77
2024-05,17,乳制品3号,乳制品,4.23,5,19.85
2024-05,18,零食1号,零食,45.66,3,128.17
2024-05,18,饮料12号,饮料,55.1,2,111.36
2024-05,18,个护8号,个护,20.58,2,43.83
2024-05,18,文具7号,文具,11.7,1,11.15
2024-05,18,文具7号,文具,11.7,2,25.51
2024-05,18,调味品6号,调味品,25.33,3,81.32
2024-05,18,乳制品2号,乳制品,4.08,3,13.37
2024-05,18,零食5号,零食,41.0,3,117.6
2024-05,18,速食3号,速食,19.7,4,84.45
2024-05,18,日用品3号,日用品,20.72,4,76.11
2024-05,18,日用品13号,日用品,40.49,3,130.96
2024-05,18,调味品13号,调味品,20.73,5,94.45
2024-05,18,零食1号,零食,45.66,5,251.11
2024-05,18,速食7号,速食,58.91,4,254.25
2024-05,18,速食8号,速食,36.57,5,182.06
2024-05,18,调味品4号,调味品,8.44,3,26.08
2024-05,18,调味品8号,调味品,27.89,5,152.76
2024-05,18,零食1号,零食,45.66,2,85.53
2024-05,18,速食5号,速食,14.69,4,63.76
2024-05,18,个护12号,个护,21.5,1,23.32
2024-05,18,乳制品12号,乳制品,28.99,3,93.16
2024-05,18,日用品7号,日用品,10.83,4,42.42
2024-05,18,饮料3号,饮料,18.07,1,16.36
2024-05,18,零食10号,零食,34.71,5,167.68
2024-05,18,文具9号,文具,31.66,2,62.89
2024-05,18,乳制品13号,乳制品,56.67,3,155.38
2024-05,18,文具4号,文具,8.17,5,37.52
2024-05,18,调味品12号,调味品,15.25,3,49.19
2024-05,18,乳制品12号,乳制品,28.99,2,58.69
2024-05,18,乳制品5号,乳制品,27.79,4,114.37
2024-05,18,调味品9号,调味品,33.95,2,63.78
2024-05,18,个护11号,个护,59.31,1,57.81
2024-05,18,速食12号,速食,53.72,4,210.89
2024-05,18,速食8号,速食,36.57,4,160.84
2024-05,18,零食7号,零食,40.22,3,108.8
2024-05,18,文具4号,文具,8.17,2,16.14
2024-05,18,调味品5号,调味品,28.94,1,31.57
2024-05,18,日用品8号,日用品,19.55,3,58.25
2024-05,18,文具11号,文具,31.57,1,32.02
2024-05,18,饮料11号,饮料,11.55,2,21.27
2024-05,18,零食10号,零食,34.71,3,112.59
2024-05,18,饮料7号,饮料,42.03,3,123.36
2024-05,18,个护3号,个护,53.72,5,249.3
2024-05,18,速食3号,速食,19.7,3,64.24
2024-05,18,速食6号,速食,49.22,4,178.69
2024-05,18,零食1号,零食,45.66,5,248.68
2024-05,18,饮料4号,饮料,9.61,4,39.95
2024-05,18,日用品11号,日用品,31.24,4,137.24
2024-05,18,零食2号,零食,58.96,3,171.06
2024-05,19,个护2号,个护,15.48,5,80.22
2024-05,19,零食9号,零食,52.4,5,265.52
2024-05,19,个护6号,个护,34.11,3,109.48
2024-05,19,调味品13号,调味品,20.73,2,39.8
2024-05,19,饮料4号,饮料,9.61,3,26.22
2024-05,19,日用品3号,日用品,20.72,4,84.36
2024-05,19,调味品7号,调味品,57.03,1,55.11
2024-05,19,乳制品8号,乳制品,14.25,4,55.33
2024-05,19,个护11号,个护,59.31,5,316.36
2024-05,19,零食6号,零食,39.89,3,122.94
2024-05,19,饮料5号,饮料,14.32,5,66.41
2024-05,19,调味品3号,调味品,25.48,3,78.65
2024-05,19,饮料7号,饮料,42.03,5,228.95
2024-05,19,乳制品10号,乳制品,8.89,4,37.0
2024-05,19,个护11号,个护,59.31,4,248.52
2024-05,19,乳制品12号,乳制品,28.99,2,61.12
2024-05,19,乳制品5号,乳制品,27.79,3,78.27
2024-05,19,调味品13号,调味品,20.73,4,83.04
2024-05,19,饮料8号,饮料,15.34,1,15.34
2024-05,19,饮料7号,饮料,42.03,1,44.52
2024-05,19,日用品11号,日用品,31.24,4,133.47
2024-05,19,调味品6号,调味品,25.33,4,91.72
2024-05,19,调味品7号,调味品,57.03,4,249.42
2024-05,19,饮料8号,饮料,15.34,3,49.86
2024-05,19,日用品1号,日用品,40.93,2,75.24
2024-05,19,饮料7号,饮料,42.03,2,76.38
2024-05,19,文具8号,文具,11.93,5,64.18
2024-05,19,乳制品4号,乳制品,41.35,3,124.35
2024-05,19,零食11号,零食,54.32,3,172.61
2024-05,19,日用品7号,日用品,10.83,3,33.56
2024-05,19,零食6号,零食,39.89,4,147.54
2024-05,19,零食3号,零食,5.65,1,5.76
2024-05,19,乳制品2号,乳制品,4.08,4,14.9
2024-05,19,调味品4号,调味品,8.44,2,16.92
2024-05,19,文具11号,文具,31.57,5,145.09
2024-05,19,个护3号,个护,53.72,3,167.05
2024-05,19,个护5号,个护,6.78,5,33.87
2024-05,19,调味品12号,调味品,15.25,2,27.67
2024-05,19,零食6号,零食,39.89,1,40.62
2024-05,19,零食2号,零食,58.96,2,113.99
2024-05,19,调味品5号,调味品,28.94,5,156.5
2024-05,19,文具10号,文具,46.56,4,187.82
2024-05,19,文具1号,文具,3.76,5,18.15
2024-05,19,个护5号,个护,6.78,1,7.11
2024-05,19,饮料4号,饮料,9.61,3,30.73
2024-05,19,调味品12号,调味品,15.25,4,63.15
2024-05,19,饮料1号,饮料,43.95,5,216.03
2024-05,19,文具10号,文具,46.56,5,224.27
2024-05,19,日用品5号,日用品,40.97,3,111.09
2024-05,20,饮料8号,饮料,15.34,5,79.85
2024-05,20,调味品3号,调味品,25.48,5,121.08
2024-05,20,零食1号,零食,45.66,4,165.38
2024-05,20,乳制品5号,乳制品,27.79,5,145.05
2024-05,20,饮料11号,饮料,11.55,4,45.04
2024-05,20,文具9号,文具,31.66,3,101.01
2024-05,20,个护6号,个护,34.11,1,35.72
2024-05,20,饮料4号,饮料,9.61,4,39.17
2024-05,20,零食12号,零食,23.18,1,22.5
2024-05,20,零食3号,零食,5.65,3,16.45
2024-05,20,速食12号,速食,53.72,1,53.34
2024-05,20,饮料2号,饮料,29.35,1,27.64
2024-05,20,个护3号,个护,53.72,5,246.31
2024-05,20,调味品1号,调味品,20.54,2,43.9
2024-05,20,速食2号,速食,16.52,1,16.79
2024-05,20,调味品2号,调味品,32.7,2,66.75
2024-05,20,个护1号,个护,51.19,4,215.08
2024-05,20,日用品12号,日用品,51.99,5,259.31
2024-05,20,速食5号,速食,14.69,4,61.41
2024-05,20,零食7号,零食,40.22,4,172.73
2024-05,20,饮料12号,饮料,55.1,5,263.67
2024-05,20,饮料13号,饮料,25.77,5,135.45
2024-05,20,调味品7号,调味品,57.03,3,166.87
2024-05,20,速食11号,速食,27.55,4,114.58
2024-05,20,零食13号,零食,30.71,2,59.54
2024-05,20,饮料6号,饮料,37.01,4,135.92
2024-05,20,个护2号,个护,15.48,2,32.08
2024-05,20,个护8号,个护,20.58,3,59.52
2024-05,20,零食5号,零食,41.0,4,150.15
2024-05,20,饮料1号,饮料,43.95,1,41.19
2024-05,20,零食11号,零食,54.32,1,54.18
2024-05,20,速食3号,速食,19.7,5,107.73
2024-05,20,日用品11号,日用品,31.24,5,144.18
2024-05,20,速食9号,速食,19.8,3,58.81
2024-05,20,饮料2号,饮料,29.35,3,81.07
2024-05,20,日用品2号,日用品,53.81,1,53.46
2024-05,20,乳制品3号,乳制品,4.23,2,7.98
2024-05,20,文具3号,文具,20.78,5,99.48
2024-05,20,饮料9号,饮料,32.66,1,35.83
2024-05,20,零食11号,零食,54.32,2,102.97
2024-05,20,乳制品7号,乳制品,8.41,3,24.33
2024-05,20,乳制品4号,乳制品,41.35,4,153.75
2024-05,20,乳制品4号,乳制品,41.35,1,42.46
2024-05,20,零食8号,零食,44.44,3,140.69
2024-05,20,速食11号,速食,27.55,3,87.03
2024-05,20,个护9号,个护,7.36,2,14.77
2024-05,21,速食3号,速食,19.7,5,104.43
2024-05,21,调味品13号,调味品,20.73,5,95.4
2024-05,21,乳制品10号,乳制品,8.89,1,8.52
2024-05,21,速食2号,速食,16.52,2,31.99
2024-05,21,个护9号,个护,7.36,1,7.73
2024-05,21,文具13号,文具,53.37,5,285.62
2024-05,21,日用品11号,日用品,31.24,2,59.19
2024-05,21,日用品12号,日用品,51.99,2,95.1
2024-05,21,乳制品11号,乳制品,3.86,4,16.95
2024-05,21,速食7号,速食,58.91,3,163.13
2024-05,21,日用品2号,日用品,53.81,1,57.21
2024-05,21,乳制品5号,乳制品,27.79,1,29.78
2024-05,21,文具7号,文具,11.7,1,12.28
2024-05,21,零食13号,零食,30.71,4,122.44
2024-05,21,饮料9号,饮料,32.66,4,129.96
2024-05,21,零食3号,零食,5.65,3,18.04
2024-05,21,个护12号,个护,21.5,5,114.18
2024-05,21,文具8号,文具,11.93,4,46.53
2024-05,21,个护11号,个护,59.31,4,232.87
2024-05,21,日用品2号,日用品,53.81,1,51.32
2024-05,21,文具7号,文具,11.7,1,12.01
2024-05,21,速食7号,速食,58.91,5,321.01
2024-05,21,日用品4号,日用品,21.1,3,67.33
2024-05,21,个护5号,个护,6.78,1,7.45
2024-05,21,零食2号,零食,58.96,1,58.47
2024-05,21,零食1号,零食,45.66,3,148.09
2024-05,21,速食7号,速食,58.91,5,272.03
2024-05,21,调味品8号,调味品,27.89,3,81.23
2024-05,21,速食10号,速食,13.45,2,25.9
2024-05,21,日用品8号,日用品,19.55,2,35.72
2024-05,21,日用品10号,日用品,38.95,4,171.32
2024-05,21,个护4号,个护,33.06,2,65.94
2024-05,22,乳制品10号,乳制品,8.89,1,9.15
2024-05,22,乳制品4号,乳制品,41.35,3,124.82
2024-05,22,饮料10号,饮料,38.96,4,162.49
2024-05,22,文具4号,文具,8.17,5,38.7
2024-05,22,日用品13号,日用品,40.49,3,121.05
2024-05,22,零食13号,零食,30.71,2,63.15
2024-05,22,个护7号,个护,47.78,2,97.16
2024-05,22,日用品9号,日用品,16.49,1,15.44
2024-05,22,调味品11号,调味品,58.26,3,178.9
2024-05,22,速食6号,速食,49.22,5,268.75
2024-05,22,调味品7号,调味品,57.03,4,222.85
2024-05,22,日用品3号,日用品,20.72,2,37.61
2024-05,22,文具1号,文具,3.76,2,8.22
2024-05,22,文具3号,文具,20.78,1,21.36
2024-05,22,个护3号,个护,53.72,3,152.58
2024-05,22,速食2号,速食,16.52,4,62.55
2024-05,22,零食12号,零食,23.18,2,45.05
2024-05,22,日用品5号,日用品,40.97,1,38.35
2024-05,22,日用品13号,日用品,40.49,3,123.41
2024-05,22,调味品7号,调味品,57.03,4,248.79
2024-05,22,速食3号,速食,19.7,2,39.52
2024-05,22,速食9号,速食,19.8,5,94.7
2024-05,22,个护13号,个护,58.62,4,235.02
